region,region_folder,clinic_folder,master_row,clinic_name,province,district,phone,suggested_logo_filename
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/011_row15_พธู คลินิก,15,พธู คลินิก,กรุงเทพมหานคร,บางเขน,0894128837,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/012_row16_เดอะริทซ์คลินิกเวชกรรม,16,เดอะริทซ์คลินิกเวชกรรม,กรุงเทพมหานคร,บางเขน,0950075932,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/013_row17_The shin clinic,17,The shin clinic,กรุงเทพมหานคร,มีนบุรี,0614465444,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/014_row18_พญ.พนิดา จรรย์ศุภรินทร์,18,พญ.พนิดา จรรย์ศุภรินทร์,กรุงเทพมหานคร,เขตคลองสาน,0899201944,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/015_row19_ด็อกเตอร์จิลลี่คลินิกเวชกรรม,19,ด็อกเตอร์จิลลี่คลินิกเวชกรรม,กรุงเทพมหานคร,เขตคลองสามวา,0983905829,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/016_row20_The image Clinic,20,The image Clinic,กรุงเทพมหานคร,เขตคลองเตย,0887899799,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/017_row21_APEX Medical Center,21,APEX Medical Center,กรุงเทพมหานคร,เขตคลองเตย,026624752,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/018_row22_AVANESS CLINIC,22,AVANESS CLINIC,กรุงเทพมหานคร,เขตคลองเตย,0874428994,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/019_row23_Dr.Waleerat Clinic,23,Dr.Waleerat Clinic,กรุงเทพมหานคร,เขตคลองเตย,0959894619,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/020_row24_NEVERLAND CLINIC,24,NEVERLAND CLINIC,กรุงเทพมหานคร,เขตคลองเตย,0959156474,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/021_row25_Neverland Clinic,25,Neverland Clinic,กรุงเทพมหานคร,เขตคลองเตย,0959156474,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/022_row26_Neverland Clinic,26,Neverland Clinic,กรุงเทพมหานคร,เขตคลองเตย,0959156474,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/023_row27_TWENTY ONE WELLNESS,27,TWENTY ONE WELLNESS,กรุงเทพมหานคร,เขตคลองเตย,0874428994,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/024_row28_The V-Sage Clinic,28,The V-Sage Clinic,กรุงเทพมหานคร,เขตคลองเตย,0801515155,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/025_row29_พญ.กาณต์รวี กมลรัตนพิบูล,29,พญ.กาณต์รวี กมลรัตนพิบูล,กรุงเทพมหานคร,เขตคลองเตย,0829141928,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/026_row30_วัน เซอเจอรี่ คลินิกเวชกรรม,30,วัน เซอเจอรี่ คลินิกเวชกรรม,กรุงเทพมหานคร,เขตคลองเตย,092-445-85,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/027_row31_Dermapride clinic,31,Dermapride clinic,กรุงเทพมหานคร,เขตคันนายาว,0921955995,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/028_row32_Silverine clinic,32,Silverine clinic,กรุงเทพมหานคร,เขตคันนายาว,0922614655,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/029_row33_Amara Clinic,33,Amara Clinic,กรุงเทพมหานคร,เขตจตุจักร,0944188209,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/030_row34_DMOR CLINIC,34,DMOR CLINIC,กรุงเทพมหานคร,เขตจตุจักร,0919125000,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/031_row35_ECE Clinic,35,ECE Clinic,กรุงเทพมหานคร,เขตจตุจักร,0825455595,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/032_row36_Le Bangkok Clinic,36,Le Bangkok Clinic,กรุงเทพมหานคร,เขตจตุจักร,0828228822,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/033_row37_Lullaby Clinic,37,Lullaby Clinic,กรุงเทพมหานคร,เขตจตุจักร,0855393295,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/034_row38_Michiko Clinic,38,Michiko Clinic,กรุงเทพมหานคร,เขตจตุจักร,0909544246,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/035_row39_The Safe Zone Clinic,39,The Safe Zone Clinic,กรุงเทพมหานคร,เขตจตุจักร,0846422616,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/036_row40_คลินิกเวชกรรมเลอเเบ็งค็อค,40,คลินิกเวชกรรมเลอเเบ็งค็อค,กรุงเทพมหานคร,เขตจตุจักร,0828228822,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/037_row41_จตุจักร เมดิคอล คลีนิก,41,จตุจักร เมดิคอล คลีนิก,กรุงเทพมหานคร,เขตจตุจักร,0904077988,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/038_row42_ณัชชนก คลินิกเวชกรรม,42,ณัชชนก คลินิกเวชกรรม,กรุงเทพมหานคร,เขตจตุจักร,025136647,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/039_row43_ณัชชนก คลีนิก,43,ณัชชนก คลีนิก,กรุงเทพมหานคร,เขตจตุจักร,0815553222,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/040_row44_ดีมอร์ คลินิกเวชกรรม,44,ดีมอร์ คลินิกเวชกรรม,กรุงเทพมหานคร,เขตจตุจักร,0919125000,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/041_row45_ดีมอร์ คลีนิก,45,ดีมอร์ คลีนิก,กรุงเทพมหานคร,เขตจตุจักร,0819917562,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/042_row46_ดีว่าดี คลินิคเวชกรรม,46,ดีว่าดี คลินิคเวชกรรม,กรุงเทพมหานคร,เขตจตุจักร,0628232456,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/043_row47_บริษัท เดอะ ไทม์แมชีน คลินิก จํากัด,47,บริษัท เดอะ ไทม์แมชีน คลินิก จำกัด,กรุงเทพมหานคร,เขตจตุจักร,0639269235,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/044_row48_พญ.จิตราภรณ์ จันทร์อู่,48,พญ.จิตราภรณ์ จันทร์อู่,กรุงเทพมหานคร,เขตจตุจักร,0840895811,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/045_row49_มิชิโกะ คลินิก,49,มิชิโกะ คลินิก,กรุงเทพมหานคร,เขตจตุจักร,0805607888,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/046_row50_เมโกะ คลีนิก,50,เมโกะ คลีนิก,กรุงเทพมหานคร,เขตจตุจักร,0809953880,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/047_row51_เอมาร่าคลินิกเวชกรรม,51,เอมาร่าคลินิกเวชกรรม,กรุงเทพมหานคร,เขตจตุจักร,0804656266,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/048_row52_แพทริเซียคลินิกเวชกรรม,52,แพทริเซียคลินิกเวชกรรม,กรุงเทพมหานคร,เขตจตุจักร,0876800658,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/049_row53_Sevenday Clinic,53,Sevenday Clinic,กรุงเทพมหานคร,เขตจอมทอง,0851279227,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/050_row54_แพทย์ภูมิใจคลินิกเวชกรรม,54,แพทย์ภูมิใจคลินิกเวชกรรม,กรุงเทพมหานคร,เขตจอมทอง,0959632951,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/051_row55_KKC Clinic,55,KKC Clinic,กรุงเทพมหานคร,เขตดินแดง,0813633346,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/052_row56_KKC Clinic,56,KKC Clinic,กรุงเทพมหานคร,เขตดินแดง,020036199,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/053_row57_Rosabelle clinic,57,Rosabelle clinic,กรุงเทพมหานคร,เขตดินแดง,0822654961,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/054_row58_THE VANISH CLINIC,58,THE VANISH CLINIC,กรุงเทพมหานคร,เขตดินแดง,0804265964,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/055_row59_ดีโอ คลีนิกเวชกรรม,59,ดีโอ คลีนิกเวชกรรม,กรุงเทพมหานคร,เขตดินแดง,020509748,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/056_row60_วายเคเจเมดิคอล คลินิกเวชกรรม,60,วายเคเจเมดิคอล คลินิกเวชกรรม,กรุงเทพมหานคร,เขตดินแดง,0942893236,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/057_row61_บริษัท มาสเตอร์ สไตร์ จํากัด(มหาชน),61,บริษัท มาสเตอร์ สไตร์ จำกัด(มหาชน),กรุงเทพมหานคร,เขตดุสิต,0624151696,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/058_row62_ณภัชชา คลินิกเวชกรรม,62,ณภัชชา คลินิกเวชกรรม,กรุงเทพมหานคร,เขตทวีวัฒนา,0992900086,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/059_row63_บจก.ด็อกเตอร์เซน คลินิก อินเตอร์เนชั่นแนล,63,บจก.ด็อกเตอร์เซน คลินิก อินเตอร์เนชั่นแนล,กรุงเทพมหานคร,เขตธนบุรี,0903262424,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/060_row64_อินสไปร์คลินิก,64,อินสไปร์คลินิก,กรุงเทพมหานคร,เขตธนบุรี,02-4777183,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/061_row65_LAROCHE SKIN CLINIC,65,LAROCHE SKIN CLINIC,กรุงเทพมหานคร,เขตบางกอกน้อย,0926939111,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/062_row66_Nathee Clinic,66,Nathee Clinic,กรุงเทพมหานคร,เขตบางกอกน้อย,0615388893,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/063_row67_ลาโรชคลินิกเวชกรรม,67,ลาโรชคลินิกเวชกรรม,กรุงเทพมหานคร,เขตบางกอกน้อย,0916939111,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/064_row68_BELL POP CLINIC,68,BELL POP CLINIC,กรุงเทพมหานคร,เขตบางกะปิ,0658088877,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/065_row69_Kay Hay Clinic,69,Kay Hay Clinic,กรุงเทพมหานคร,เขตบางกะปิ,0658088877,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/066_row70_NITIPON CLINIC,70,NITIPON CLINIC,กรุงเทพมหานคร,เขตบางกะปิ,0863955386,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/067_row71_ทอฝันคลินิก,71,ทอฝันคลินิก,กรุงเทพมหานคร,เขตบางกะปิ,0973922619,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/068_row72_เพอร์ฟูมคลินิกเวชกรรม,72,เพอร์ฟูมคลินิกเวชกรรม,กรุงเทพมหานคร,เขตบางกะปิ,0838796935,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/069_row73_วีเอสคลินิกเวชกรรม,73,วีเอสคลินิกเวชกรรม,กรุงเทพมหานคร,เขตบางขุนเทียน,0897456246,logo.png
กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล,/Users/chamacbook/Desktop/KNA/dep/outputs/clinic_logos_by_region/01_กรุงเทพและปริมณฑล/070_row74_หมอยุ้ย ปรียานุช,74,หมอยุ้ย ปรียานุช,กรุงเทพมหานคร,เขตบางขุนเทียน,0846422616,logo.png
